# Input parameters: collectdata.py Namespace(channels=[1], config=None, debug=False, gnuplot=True, outfile=None, sleep=[0.25], type=None)
# Datetime		
'2016-04-02 16:07:45.95'	223
'2016-04-02 16:07:46.20'	223
'2016-04-02 16:07:46.84'	223
'2016-04-02 16:07:47.09'	224
'2016-04-02 16:07:47.74'	223
'2016-04-02 16:07:47.99'	224
'2016-04-02 16:07:48.25'	223
'2016-04-02 16:07:48.89'	224
'2016-04-02 16:07:49.14'	224
'2016-04-02 16:07:49.79'	224
'2016-04-02 16:07:50.04'	223
'2016-04-02 16:07:50.68'	224
'2016-04-02 16:07:50.94'	223
'2016-04-02 16:07:51.19'	224
'2016-04-02 16:07:51.83'	224
'2016-04-02 16:07:52.09'	225
'2016-04-02 16:07:52.72'	224
'2016-04-02 16:07:52.97'	224
'2016-04-02 16:07:53.23'	225
'2016-04-02 16:07:53.87'	225
'2016-04-02 16:07:54.13'	224
'2016-04-02 16:07:54.76'	225
'2016-04-02 16:07:55.02'	226
'2016-04-02 16:07:55.66'	225
'2016-04-02 16:07:55.91'	225
'2016-04-02 16:07:56.16'	226
'2016-04-02 16:07:56.80'	226
'2016-04-02 16:07:57.06'	226
'2016-04-02 16:07:57.70'	226
'2016-04-02 16:07:57.96'	226
'2016-04-02 16:07:58.21'	226
'2016-04-02 16:07:58.84'	225
'2016-04-02 16:07:59.10'	226
'2016-04-02 16:07:59.76'	226
'2016-04-02 16:08:00.01'	227
'2016-04-02 16:08:00.64'	225
'2016-04-02 16:08:00.90'	226
'2016-04-02 16:08:01.15'	227
'2016-04-02 16:08:01.80'	227
'2016-04-02 16:08:02.05'	227
'2016-04-02 16:08:02.69'	227
'2016-04-02 16:08:02.94'	227
'2016-04-02 16:08:03.20'	226
'2016-04-02 16:08:03.84'	228
'2016-04-02 16:08:04.09'	227
'2016-04-02 16:08:04.72'	227
'2016-04-02 16:08:04.98'	227
'2016-04-02 16:08:05.23'	227
'2016-04-02 16:08:05.88'	228
'2016-04-02 16:08:06.13'	228
'2016-04-02 16:08:06.76'	228
'2016-04-02 16:08:07.02'	228
'2016-04-02 16:08:07.66'	228
'2016-04-02 16:08:07.91'	228
'2016-04-02 16:08:08.17'	228
'2016-04-02 16:08:08.80'	228
'2016-04-02 16:08:09.06'	229
'2016-04-02 16:08:09.70'	228
'2016-04-02 16:08:09.95'	229
'2016-04-02 16:08:10.21'	229
'2016-04-02 16:08:10.84'	229
'2016-04-02 16:08:11.09'	229
'2016-04-02 16:08:11.74'	229
'2016-04-02 16:08:11.99'	229
'2016-04-02 16:08:12.25'	229
'2016-04-02 16:08:12.88'	230
'2016-04-02 16:08:13.13'	230
'2016-04-02 16:08:13.77'	230
'2016-04-02 16:08:14.03'	230
'2016-04-02 16:08:14.66'	230
'2016-04-02 16:08:14.92'	230
'2016-04-02 16:08:15.17'	230
'2016-04-02 16:08:15.81'	231
'2016-04-02 16:08:16.07'	230
'2016-04-02 16:08:16.70'	230
'2016-04-02 16:08:16.95'	231
'2016-04-02 16:08:17.21'	231
'2016-04-02 16:08:17.85'	231
'2016-04-02 16:08:18.11'	232
'2016-04-02 16:08:18.74'	232
'2016-04-02 16:08:18.99'	232
'2016-04-02 16:08:19.25'	232
'2016-04-02 16:08:19.89'	232
'2016-04-02 16:08:20.14'	232
'2016-04-02 16:08:20.78'	232
'2016-04-02 16:08:21.04'	232
'2016-04-02 16:08:21.68'	231
'2016-04-02 16:08:21.93'	232
'2016-04-02 16:08:22.19'	230
'2016-04-02 16:08:22.82'	232
'2016-04-02 16:08:23.07'	232
'2016-04-02 16:08:23.72'	231
'2016-04-02 16:08:23.97'	232
'2016-04-02 16:08:24.23'	231
'2016-04-02 16:08:24.86'	231
'2016-04-02 16:08:25.12'	231
'2016-04-02 16:08:25.77'	231
'2016-04-02 16:08:26.03'	231
'2016-04-02 16:08:26.70'	231
'2016-04-02 16:08:26.96'	231
'2016-04-02 16:08:27.21'	231
'2016-04-02 16:08:27.85'	232
'2016-04-02 16:08:28.10'	232
'2016-04-02 16:08:28.73'	231
'2016-04-02 16:08:28.99'	232
'2016-04-02 16:08:29.24'	231
'2016-04-02 16:08:29.88'	231
'2016-04-02 16:08:30.14'	232
'2016-04-02 16:08:30.77'	232
'2016-04-02 16:08:31.03'	232
'2016-04-02 16:08:31.67'	232
'2016-04-02 16:08:31.92'	232
'2016-04-02 16:08:32.18'	231
'2016-04-02 16:08:32.81'	232
'2016-04-02 16:08:33.07'	232
'2016-04-02 16:08:33.71'	232
'2016-04-02 16:08:33.97'	232
'2016-04-02 16:08:34.22'	231
'2016-04-02 16:08:34.85'	232
'2016-04-02 16:08:35.11'	232
'2016-04-02 16:08:35.75'	231
'2016-04-02 16:08:36.01'	232
'2016-04-02 16:08:36.64'	232
'2016-04-02 16:08:36.90'	232
'2016-04-02 16:08:37.15'	232
'2016-04-02 16:08:37.79'	233
'2016-04-02 16:08:38.05'	232
'2016-04-02 16:08:38.69'	232
'2016-04-02 16:08:38.94'	233
'2016-04-02 16:08:39.19'	233
'2016-04-02 16:08:39.84'	233
'2016-04-02 16:08:40.09'	233
'2016-04-02 16:08:40.73'	233
'2016-04-02 16:08:40.98'	233
'2016-04-02 16:08:41.23'	233
'2016-04-02 16:08:41.88'	233
'2016-04-02 16:08:42.14'	233
'2016-04-02 16:08:42.77'	233
'2016-04-02 16:08:43.02'	233
'2016-04-02 16:08:43.66'	232
'2016-04-02 16:08:43.92'	233
'2016-04-02 16:08:44.17'	233
'2016-04-02 16:08:44.81'	233
'2016-04-02 16:08:45.06'	233
'2016-04-02 16:08:45.71'	234
'2016-04-02 16:08:45.96'	234
'2016-04-02 16:08:46.22'	234
'2016-04-02 16:08:46.85'	233
'2016-04-02 16:08:47.10'	234
'2016-04-02 16:08:47.75'	234
'2016-04-02 16:08:48.00'	234
'2016-04-02 16:08:48.64'	234
'2016-04-02 16:08:48.89'	233
'2016-04-02 16:08:49.14'	234
'2016-04-02 16:08:49.79'	234
'2016-04-02 16:08:50.04'	234
'2016-04-02 16:08:50.68'	234
'2016-04-02 16:08:50.93'	235
'2016-04-02 16:08:51.19'	234
'2016-04-02 16:08:51.83'	235
'2016-04-02 16:08:52.08'	231
'2016-04-02 16:08:52.72'	235
'2016-04-02 16:08:52.97'	236
'2016-04-02 16:08:53.22'	235
'2016-04-02 16:08:53.87'	234
'2016-04-02 16:08:54.13'	235
'2016-04-02 16:08:54.76'	235
'2016-04-02 16:08:55.01'	235
'2016-04-02 16:08:55.65'	235
'2016-04-02 16:08:55.91'	234
'2016-04-02 16:08:56.16'	235
'2016-04-02 16:08:56.80'	235
'2016-04-02 16:08:57.06'	235
'2016-04-02 16:08:57.70'	235
'2016-04-02 16:08:57.95'	236
'2016-04-02 16:08:58.21'	235
'2016-04-02 16:08:58.85'	235
'2016-04-02 16:08:59.10'	236
'2016-04-02 16:08:59.76'	236
'2016-04-02 16:09:00.01'	235
'2016-04-02 16:09:00.64'	236
'2016-04-02 16:09:00.90'	236
'2016-04-02 16:09:01.15'	236
'2016-04-02 16:09:01.80'	236
'2016-04-02 16:09:02.05'	237
'2016-04-02 16:09:02.69'	237
'2016-04-02 16:09:02.94'	237
'2016-04-02 16:09:03.20'	237
'2016-04-02 16:09:03.84'	237
'2016-04-02 16:09:04.10'	237
'2016-04-02 16:09:04.73'	236
'2016-04-02 16:09:04.98'	238
'2016-04-02 16:09:05.24'	238
'2016-04-02 16:09:05.88'	238
'2016-04-02 16:09:06.14'	238
'2016-04-02 16:09:06.77'	238
'2016-04-02 16:09:07.03'	238
'2016-04-02 16:09:07.67'	239
'2016-04-02 16:09:07.92'	239
'2016-04-02 16:09:08.18'	239
'2016-04-02 16:09:08.81'	239
'2016-04-02 16:09:09.07'	238
'2016-04-02 16:09:09.71'	239
'2016-04-02 16:09:09.96'	239
'2016-04-02 16:09:10.22'	239
'2016-04-02 16:09:10.85'	239
'2016-04-02 16:09:11.11'	239
'2016-04-02 16:09:11.75'	238
'2016-04-02 16:09:12.01'	239
'2016-04-02 16:09:12.64'	240
'2016-04-02 16:09:12.89'	241
'2016-04-02 16:09:13.15'	240
'2016-04-02 16:09:13.79'	240
'2016-04-02 16:09:14.04'	241
'2016-04-02 16:09:14.68'	241
'2016-04-02 16:09:14.94'	240
'2016-04-02 16:09:15.19'	239
'2016-04-02 16:09:15.83'	239
'2016-04-02 16:09:16.09'	241
'2016-04-02 16:09:16.72'	241
'2016-04-02 16:09:16.97'	241
'2016-04-02 16:09:17.23'	241
'2016-04-02 16:09:17.88'	242
'2016-04-02 16:09:18.13'	241
'2016-04-02 16:09:18.76'	241
'2016-04-02 16:09:19.02'	241
'2016-04-02 16:09:19.66'	241
'2016-04-02 16:09:19.91'	242
'2016-04-02 16:09:20.17'	241
'2016-04-02 16:09:20.80'	241
'2016-04-02 16:09:21.06'	241
'2016-04-02 16:09:21.70'	242
'2016-04-02 16:09:21.95'	241
'2016-04-02 16:09:22.21'	241
'2016-04-02 16:09:22.84'	242
'2016-04-02 16:09:23.10'	241
'2016-04-02 16:09:23.75'	242
'2016-04-02 16:09:24.00'	242
'2016-04-02 16:09:24.63'	242
'2016-04-02 16:09:24.89'	242
'2016-04-02 16:09:25.14'	242
'2016-04-02 16:09:25.80'	242
'2016-04-02 16:09:26.06'	242
'2016-04-02 16:09:26.73'	242
'2016-04-02 16:09:26.99'	242
'2016-04-02 16:09:27.24'	243
'2016-04-02 16:09:27.88'	242
'2016-04-02 16:09:28.14'	242
'2016-04-02 16:09:28.77'	242
'2016-04-02 16:09:29.02'	243
'2016-04-02 16:09:29.67'	243
'2016-04-02 16:09:29.92'	242
'2016-04-02 16:09:30.18'	243
'2016-04-02 16:09:30.82'	243
'2016-04-02 16:09:31.07'	243
'2016-04-02 16:09:31.71'	244
'2016-04-02 16:09:31.97'	244
'2016-04-02 16:09:32.22'	244
'2016-04-02 16:09:32.86'	244
'2016-04-02 16:09:33.12'	243
'2016-04-02 16:09:33.76'	244
'2016-04-02 16:09:34.01'	244
'2016-04-02 16:09:34.65'	243
'2016-04-02 16:09:34.90'	243
'2016-04-02 16:09:35.16'	244
'2016-04-02 16:09:35.80'	245
'2016-04-02 16:09:36.06'	245
'2016-04-02 16:09:36.69'	244
'2016-04-02 16:09:36.94'	245
'2016-04-02 16:09:37.20'	245
'2016-04-02 16:09:37.84'	245
'2016-04-02 16:09:38.10'	245
'2016-04-02 16:09:38.73'	245
'2016-04-02 16:09:38.99'	246
'2016-04-02 16:09:39.24'	245
